
run_date,station,forecast_high_f
2026-01-07,KDEN,57
2026-01-08,KDEN,44
2026-01-09,KDEN,52
2026-01-10,KDEN,60
2026-01-11,KDEN,60
2026-01-12,KDEN,60
2026-01-13,KDEN,61
2026-01-14,KDEN,59
2026-01-15,KDEN,60
2026-01-16,KDEN,48
2026-01-17,KDEN,46
2026-01-18,KDEN,54
2026-01-19,KDEN,51
2026-01-20,KDEN,47
2026-01-21,KDEN,43
2026-01-22,KDEN,37
2026-01-23,KDEN,18
2026-01-24,KDEN,47
2026-01-25,KDEN,45
2026-01-26,KDEN,51
